#{"t_start": 1733292345.6618145, "env_id": "LunarLander-v3"}
r,l,t
295.175765,300,1315.972423
228.213773,927,1322.977489
267.626351,391,1325.94917
243.830985,400,1329.059862
279.668686,312,1331.229289
255.35276,170,1332.522591
275.438242,385,1335.258158
273.32613,205,1336.64098
249.189967,264,1338.640328
6.752389,120,1339.635526
-56.421104,193,1340.802799
249.447669,318,1343.243095
260.430314,242,1344.851058
165.781729,870,1350.942528
288.672793,285,1353.073126
270.830932,400,1356.092176
255.544682,256,1357.9679
-422.658502,94,1358.610387
297.482446,289,1360.536802
43.641012,124,1361.532162
60.461197,132,1362.395472
29.773076,135,1363.458349
263.95918,246,1365.160928
55.309197,221,1366.84257
273.091866,238,1368.482188
42.099221,144,1369.616545
260.078176,300,1371.861026
261.171986,604,1376.507908
36.591985,151,1377.781391
36.791862,99,1378.623977
273.071006,298,1380.832035
33.667021,113,1381.60798
-22.389234,1000,1388.831949
282.16724,288,1390.917566
10.828839,123,1391.857228
20.876995,1000,1399.222572
243.168882,385,1402.15121
-17.599729,128,1403.18112
45.975226,122,1404.127462
24.923405,145,1405.375441
34.231424,140,1406.392031
266.710052,247,1408.363425
19.404812,208,1409.900439
155.358511,740,1415.884688
272.00399,226,1417.520478
-3.092542,128,1418.464504
268.105468,232,1420.423365
55.948688,119,1421.309568
32.6767,185,1422.782516
266.56687,332,1425.65315
23.323657,157,1426.878594
284.597059,223,1429.220657
53.861799,148,1430.263309
44.180563,129,1431.33226
305.93526,201,1433.035684
270.806213,236,1435.059235
52.665654,136,1436.674957
51.550452,140,1437.836315
288.340056,191,1439.492635
286.967136,258,1441.75869
278.541888,268,1444.381495
280.456355,242,1446.348635
271.077845,215,1448.341683
15.699077,107,1449.2377
258.958983,792,1456.763508
-72.43185,346,1459.840871
288.841713,727,1465.651488
277.543544,200,1467.38608
260.220012,182,1469.046923
258.826559,287,1471.329426
25.210317,109,1472.357574
254.005993,191,1473.907945
273.276608,255,1475.870878
286.27524,239,1478.102288
249.529033,254,1480.075731
262.487277,217,1481.623359
169.592713,588,1486.817475
257.891999,190,1488.372802
241.989346,208,1490.285298
264.015724,178,1491.686009
40.873358,153,1492.943851
57.972301,143,1493.942644
230.938965,203,1495.571108
24.704386,114,1496.434704
241.307732,537,1500.772473
182.17832,503,1504.566855
248.78116,321,1507.248984
-23.507846,101,1508.055876
209.907876,562,1512.292417
-183.507566,939,1519.389498
262.405343,213,1520.982512
260.309944,181,1522.342463
227.800099,539,1526.074676
298.142084,200,1527.488433
15.604968,108,1528.441973
42.370669,98,1529.159935
-499.461059,84,1529.779622
22.781014,121,1530.676477
160.817479,1000,1538.294156
10.301701,123,1539.225025
265.51859,242,1540.800976
300.86146,251,1542.668568
291.902797,238,1544.537196
57.409243,124,1545.541693
276.044737,230,1547.581713
232.135877,303,1549.852808
210.256906,898,1557.132067
261.396724,200,1558.812684
45.576099,160,1560.102597
32.149288,107,1560.907706
283.043733,216,1562.658632
231.450968,451,1566.000525
273.784959,421,1569.153292
152.110139,809,1575.280146
279.821119,523,1578.827434
5.465489,126,1579.851056
10.970416,104,1580.746065
300.76913,240,1582.582943
267.374274,285,1584.804705
285.747572,281,1587.066497
323.499729,219,1588.861443
290.553345,241,1590.694595
265.263868,303,1593.128966
249.470828,246,1595.00829
293.370095,195,1596.710955
224.403098,979,1604.281631
296.33788,284,1606.51431
287.742733,409,1609.515044
57.460231,154,1611.014665
283.772064,440,1614.603827
33.505507,128,1615.85028
241.315693,316,1619.105361
42.345102,108,1620.060958
283.727808,148,1621.215865
244.937578,355,1623.881807
10.004102,82,1624.491194
223.445519,265,1626.682537
288.129845,285,1628.856856
152.001223,1000,1636.438798
267.115815,356,1639.280942
52.589465,107,1640.091294
303.542103,226,1641.74713
34.213633,118,1642.762816
254.107129,212,1644.664783
121.708023,1000,1653.1056
250.070147,240,1654.93801
289.276698,198,1656.337241
277.601354,284,1658.255539
281.851528,179,1659.880063
303.525366,294,1662.105352
269.282824,379,1665.089836
170.716374,1000,1672.289855
-15.615091,113,1673.143212
29.492358,140,1674.339597
282.518945,225,1675.868738
279.253372,188,1677.161414
-11.87865,82,1678.099269
11.504253,127,1679.314003
274.202268,189,1680.624115
258.289834,298,1682.867036
256.624261,230,1684.381426
28.08023,107,1685.331629
24.899873,118,1686.167177
289.521989,222,1687.874323
263.11411,236,1689.63879
293.817903,247,1691.520829
59.535213,144,1692.480545
157.609917,1000,1699.917089
254.159592,210,1701.306591
11.054499,102,1702.056062
52.622088,135,1703.085505
39.811873,155,1704.296369
11.055401,148,1705.435535
0.484102,114,1706.279444
-5.114472,130,1707.256424
43.030743,103,1708.077916
277.803752,269,1710.199191
40.302333,142,1711.360397
257.594521,334,1713.787382
284.770447,538,1718.014177
254.033489,223,1719.653146
248.3186,400,1722.543419
62.775714,116,1723.359219
32.427272,124,1724.281154
27.543904,119,1725.206472
39.698355,92,1725.868791
49.134499,88,1726.488426
22.704355,125,1727.489417
275.639184,245,1729.231364
32.507966,111,1730.082768
29.485649,113,1730.904908
40.041559,145,1732.001328
22.612628,164,1733.156379
178.627189,1000,1740.531342
33.945131,134,1741.70478
11.737285,104,1742.503016
39.419244,138,1743.348954
15.28848,100,1744.051352
32.565016,123,1745.013968
14.939298,142,1745.987172
279.261494,388,1748.969608
-15.804583,245,1751.106177
-16.086616,96,1751.787127
300.407431,224,1753.659227
42.868156,146,1754.832613
52.700615,73,1755.36143
8.358952,106,1756.089683
17.256312,68,1756.624514
244.779206,730,1762.326159
295.900414,792,1768.353532
21.77473,150,1769.672806
34.965183,112,1770.547981
36.623282,83,1771.384142
58.652317,136,1772.603811
-207.051793,263,1774.828771
243.562896,506,1778.854454
56.19309,124,1779.801234
261.025456,373,1783.031907
47.841379,133,1784.345788
-6.698137,96,1785.235041
41.761669,143,1786.555711
18.545569,107,1787.461485
47.927329,121,1788.499521
126.349297,1000,1797.498901
150.400321,1000,1805.953403
-12.188494,85,1806.809826
251.688864,295,1809.437024
24.867845,104,1810.529633
18.00796,164,1812.022635
19.204082,120,1813.163649
-12.208157,130,1815.329299
271.741794,443,1819.09835
126.094184,1000,1827.641998
268.890493,504,1831.837391
229.738234,298,1834.553009
27.999404,111,1835.618084
224.354212,346,1838.681913
37.83854,98,1839.534529
245.804713,202,1841.362373
276.483681,338,1844.171369
279.197476,170,1845.62929
265.574932,221,1847.662906
249.069755,199,1849.31002
259.674511,148,1850.532599
4.293086,98,1851.424083
66.800952,133,1852.675244
265.060853,178,1854.245629
272.90231,289,1856.825307
272.409554,270,1858.780359
28.108735,123,1859.821842
54.229277,125,1860.964834
33.397555,92,1861.768828
9.647973,99,1862.606977
264.022686,576,1867.462981
302.067182,304,1870.08682
-20.749662,178,1871.491597
9.136517,118,1872.504772
53.1475,157,1873.815223
315.607718,218,1875.563277
15.873193,102,1876.472632
59.203286,99,1877.2383
-9.580398,105,1877.883154
6.280446,113,1878.79886
19.962654,125,1879.706473
39.001346,97,1880.5859
25.690542,157,1881.982231
28.276859,189,1883.338271
283.650873,215,1885.188312
284.664787,220,1887.140252
280.60374,348,1890.080221
34.246536,106,1891.076368
35.567913,126,1892.352624
54.86568,114,1893.330037
48.653572,98,1894.100882
54.304287,123,1894.887837
275.89982,344,1897.825489
16.196219,110,1898.768985
283.508529,214,1900.546812
38.647984,111,1901.506053
13.183985,92,1902.353062
21.331931,95,1903.241615
259.868851,209,1905.034394
57.627853,134,1906.18212
43.479672,113,1907.220102
6.593262,98,1908.211312
65.137886,177,1909.789301
26.116107,107,1910.635844
53.289699,81,1911.359905
296.540217,196,1913.056092
14.76939,128,1914.222255
81.440624,190,1915.80471
-13.711944,110,1916.826929
16.439355,104,1917.837957
44.426986,149,1918.999968
39.689057,123,1920.102695
273.127425,220,1921.911676
78.684293,103,1922.754905
268.302651,345,1925.419236
19.854267,98,1926.284553
35.85607,107,1926.980514
318.286287,211,1928.570915
63.973102,98,1929.421605
44.832782,101,1930.132802
15.025143,96,1931.103889
14.710767,98,1931.919164
31.469836,118,1932.904847
53.080322,113,1933.980163
66.461039,194,1935.805311
47.942694,159,1937.13805
21.194447,92,1937.850344
-19.147754,92,1938.733796
18.832001,107,1939.575188
32.627291,130,1940.646534
45.557721,119,1941.84726
