#{"t_start": 1733328529.8499105, "env_id": "MountainCar-v0"}
r,l,t
-200.0,200,1789.077463
-200.0,200,1790.318646
-200.0,200,1791.720467
-200.0,200,1793.254277
-200.0,200,1794.772776
-200.0,200,1796.106147
-200.0,200,1797.397609
-200.0,200,1798.897905
-200.0,200,1800.837355
-200.0,200,1802.367708
-200.0,200,1804.007742
-200.0,200,1805.503153
-200.0,200,1807.271283
-200.0,200,1808.725402
-200.0,200,1810.241474
-200.0,200,1811.70208
-200.0,200,1813.170422
-200.0,200,1814.639755
-200.0,200,1816.107218
-130.0,130,1816.918931
-132.0,132,1817.809524
-200.0,200,1819.31561
-200.0,200,1820.601546
-200.0,200,1821.966305
-200.0,200,1823.314848
-187.0,187,1824.52292
-200.0,200,1825.85101
-200.0,200,1827.191328
-200.0,200,1828.50693
-200.0,200,1830.037606
-200.0,200,1831.512305
-200.0,200,1832.992058
-200.0,200,1834.303599
-200.0,200,1835.574648
-200.0,200,1837.014274
-200.0,200,1838.344291
-200.0,200,1839.754865
-200.0,200,1841.22146
-200.0,200,1842.630913
-200.0,200,1844.368755
-200.0,200,1845.849876
-200.0,200,1847.506987
-200.0,200,1848.89437
-200.0,200,1850.335764
-200.0,200,1851.953724
-200.0,200,1853.562783
-200.0,200,1855.034362
-200.0,200,1856.445115
-200.0,200,1857.945163
-200.0,200,1859.485283
-200.0,200,1861.081089
-200.0,200,1862.551363
-200.0,200,1863.864214
-200.0,200,1865.395377
-200.0,200,1866.838659
-166.0,166,1867.939603
-200.0,200,1869.277729
-200.0,200,1870.748751
-178.0,178,1872.066003
-200.0,200,1873.349253
-200.0,200,1874.972201
-200.0,200,1876.304917
-168.0,168,1877.32652
-188.0,188,1878.635738
-200.0,200,1880.060168
-200.0,200,1881.508491
-200.0,200,1882.81366
-200.0,200,1884.139379
-200.0,200,1885.669114
-200.0,200,1887.186478
-200.0,200,1888.534116
-200.0,200,1890.00804
-200.0,200,1891.217206
-200.0,200,1892.912781
-200.0,200,1894.426045
-200.0,200,1895.801196
-200.0,200,1897.312124
-200.0,200,1898.849519
-200.0,200,1900.100503
-200.0,200,1901.469408
-200.0,200,1902.716465
-200.0,200,1904.017625
-200.0,200,1905.283964
-200.0,200,1906.485682
-162.0,162,1907.534163
-200.0,200,1908.736489
-200.0,200,1909.878628
-200.0,200,1911.045901
-191.0,191,1912.524047
-200.0,200,1914.098709
-186.0,186,1915.389204
-171.0,171,1916.613543
-192.0,192,1918.009498
-200.0,200,1919.476093
-200.0,200,1920.826504
-200.0,200,1922.279299
-200.0,200,1923.846928
-200.0,200,1925.331826
-200.0,200,1926.757737
-200.0,200,1928.126682
-200.0,200,1929.677536
-200.0,200,1931.065032
-200.0,200,1933.977443
-200.0,200,1935.278644
-200.0,200,1936.686906
-200.0,200,1938.098901
-200.0,200,1939.778695
-200.0,200,1941.277994
-200.0,200,1942.794598
-200.0,200,1944.207983
-200.0,200,1945.570489
-200.0,200,1946.887856
-200.0,200,1948.471818
-200.0,200,1949.863949
-200.0,200,1951.207188
-200.0,200,1952.972174
-200.0,200,1954.651947
-200.0,200,1956.269757
-200.0,200,1957.703449
-200.0,200,1959.148277
-200.0,200,1960.672643
-200.0,200,1962.157315
-200.0,200,1963.856443
-200.0,200,1965.349468
-200.0,200,1967.060776
-200.0,200,1968.576311
-200.0,200,1970.086772
-200.0,200,1971.557103
-200.0,200,1973.037601
-200.0,200,1974.531415
-200.0,200,1976.131884
-200.0,200,1977.816949
-200.0,200,1979.19674
-200.0,200,1980.683843
-200.0,200,1982.092285
-200.0,200,1983.321062
-200.0,200,1984.683189
-200.0,200,1986.054923
-200.0,200,1987.690421
-200.0,200,1989.087821
-200.0,200,1990.656527
-200.0,200,1992.16278
-200.0,200,1993.82302
-200.0,200,1995.355775
-191.0,191,1996.672647
-170.0,170,1998.112529
-97.0,97,1998.906673
-200.0,200,2000.417612
-200.0,200,2001.852548
-101.0,101,2002.559919
-174.0,174,2003.786693
-200.0,200,2005.344875
-121.0,121,2006.228801
-200.0,200,2007.652041
-90.0,90,2008.32888
-91.0,91,2008.873427
-160.0,160,2010.045834
-168.0,168,2011.242023
-87.0,87,2011.861906
-110.0,110,2012.625635
-200.0,200,2013.973793
-190.0,190,2015.568911
-200.0,200,2017.082512
-200.0,200,2018.44967
-200.0,200,2020.05069
-200.0,200,2021.49384
-200.0,200,2022.871666
-200.0,200,2024.192338
-200.0,200,2025.632949
-200.0,200,2027.09704
-200.0,200,2028.540172
-200.0,200,2029.924156
-200.0,200,2031.31238
-200.0,200,2032.770566
-200.0,200,2034.35483
-200.0,200,2035.941138
-200.0,200,2037.378002
-166.0,166,2038.647427
-200.0,200,2040.277882
-98.0,98,2040.984764
-185.0,185,2042.513783
-200.0,200,2043.981302
-174.0,174,2045.580338
-200.0,200,2046.997883
-171.0,171,2048.413006
-200.0,200,2049.816257
-200.0,200,2051.298788
-184.0,184,2052.541509
-116.0,116,2053.506749
-200.0,200,2054.743531
-200.0,200,2056.183248
-200.0,200,2057.691356
-200.0,200,2059.07467
-200.0,200,2060.513895
-200.0,200,2061.867722
-141.0,141,2062.77681
-200.0,200,2064.00083
-200.0,200,2065.459741
-200.0,200,2066.801711
-196.0,196,2068.236454
-200.0,200,2069.602845
-200.0,200,2071.13164
-200.0,200,2072.528563
-200.0,200,2074.004336
-200.0,200,2075.544251
-200.0,200,2077.563973
-200.0,200,2079.38737
-200.0,200,2080.882794
-200.0,200,2082.681844
-200.0,200,2084.947072
-200.0,200,2086.844935
-200.0,200,2088.377465
-200.0,200,2090.211218
-200.0,200,2091.973058
-200.0,200,2093.513997
-200.0,200,2095.070108
-200.0,200,2096.696407
-200.0,200,2098.215267
-200.0,200,2099.783955
-200.0,200,2101.378176
-200.0,200,2102.899379
-200.0,200,2104.445973
-200.0,200,2105.995485
-200.0,200,2107.385692
-200.0,200,2108.91629
-200.0,200,2110.290171
-200.0,200,2111.818788
-200.0,200,2113.30994
-200.0,200,2114.807471
-200.0,200,2116.380271
-200.0,200,2118.035648
-200.0,200,2119.584984
-200.0,200,2121.285153
-200.0,200,2124.280703
-200.0,200,2125.686037
-200.0,200,2127.064972
-185.0,185,2128.535344
-200.0,200,2129.984398
-167.0,167,2131.482867
-200.0,200,2132.911618
-179.0,179,2134.114564
-178.0,178,2135.570708
-176.0,176,2136.828452
-114.0,114,2137.602442
-186.0,186,2139.052824
-200.0,200,2140.267345
-196.0,196,2141.601079
-200.0,200,2143.103863
-200.0,200,2144.373482
-200.0,200,2145.702899
-200.0,200,2147.105096
-200.0,200,2148.551801
-200.0,200,2149.822824
-200.0,200,2151.292448
-200.0,200,2152.687134
-200.0,200,2154.473019
-200.0,200,2155.915298
-200.0,200,2157.439647
-200.0,200,2158.85635
-200.0,200,2160.588072
-200.0,200,2162.290627
-200.0,200,2163.970256
-200.0,200,2165.799065
-200.0,200,2167.163809
-200.0,200,2168.697716
-200.0,200,2169.990539
-200.0,200,2171.601176
-200.0,200,2172.962852
-200.0,200,2174.280062
-200.0,200,2175.63746
-200.0,200,2176.996516
-200.0,200,2178.357478
-200.0,200,2179.646407
-200.0,200,2180.944232
-200.0,200,2182.326048
-200.0,200,2183.696373
-200.0,200,2185.198961
-200.0,200,2186.7936
-200.0,200,2188.268304
-200.0,200,2189.780678
-200.0,200,2191.185622
-200.0,200,2192.878636
-200.0,200,2194.364053
-200.0,200,2195.865445
