#{"t_start": 1733392773.9881806, "env_id": "MountainCar-v0"}
r,l,t
-119.0,119,2498.725121
-86.0,86,2499.316819
-126.0,126,2500.240484
-86.0,86,2500.795963
-119.0,119,2501.381411
-90.0,90,2502.060379
-200.0,200,2503.286281
-198.0,198,2504.647886
-200.0,200,2505.701474
-90.0,90,2506.402727
-200.0,200,2507.377612
-90.0,90,2507.764238
-197.0,197,2509.082092
-86.0,86,2509.462105
-120.0,120,2510.225065
-115.0,115,2511.224674
-115.0,115,2512.042283
-113.0,113,2512.664869
-115.0,115,2513.632924
-116.0,116,2514.476011
-115.0,115,2515.340057
-86.0,86,2515.964023
-115.0,115,2517.160334
-101.0,101,2517.75896
-166.0,166,2519.000147
-116.0,116,2520.489597
-99.0,99,2521.069127
-89.0,89,2521.764944
-120.0,120,2522.543369
-120.0,120,2523.483531
-120.0,120,2524.470677
-165.0,165,2525.787375
-118.0,118,2526.511835
-114.0,114,2527.592643
-112.0,112,2528.34381
-87.0,87,2528.87911
-120.0,120,2529.796817
-88.0,88,2530.43398
-112.0,112,2531.4405
-162.0,162,2532.746305
-104.0,104,2533.711698
-116.0,116,2534.721769
-89.0,89,2535.49586
-100.0,100,2536.493487
-151.0,151,2537.710057
-200.0,200,2539.393479
-200.0,200,2541.22681
-200.0,200,2542.85847
-200.0,200,2544.463477
-120.0,120,2545.346603
-134.0,134,2546.401958
-125.0,125,2547.632546
-112.0,112,2548.388186
-108.0,108,2549.177843
-118.0,118,2550.232708
-115.0,115,2551.07292
-110.0,110,2551.72415
-117.0,117,2552.55986
-113.0,113,2553.352371
-157.0,157,2554.371839
-102.0,102,2555.144105
-186.0,186,2556.802826
-117.0,117,2557.650471
-85.0,85,2558.299897
-111.0,111,2559.024977
-112.0,112,2559.734607
-113.0,113,2560.510983
-116.0,116,2561.267277
-200.0,200,2562.860042
-113.0,113,2563.719239
-116.0,116,2564.865614
-200.0,200,2566.227963
-106.0,106,2567.323218
-87.0,87,2567.975319
-200.0,200,2569.628569
-91.0,91,2570.16852
-113.0,113,2571.045741
-113.0,113,2571.885575
-116.0,116,2572.716531
-116.0,116,2573.758229
-117.0,117,2574.631553
-109.0,109,2575.401322
-88.0,88,2576.234476
-115.0,115,2577.150475
-113.0,113,2577.901844
-109.0,109,2578.551518
-117.0,117,2579.424526
-108.0,108,2580.288194
-92.0,92,2580.973056
-90.0,90,2581.741551
-112.0,112,2582.746912
-114.0,114,2583.618459
-106.0,106,2584.322951
-106.0,106,2585.160575
-96.0,96,2585.913014
-109.0,109,2586.77195
-105.0,105,2587.397306
-163.0,163,2588.482221
-95.0,95,2589.112286
-166.0,166,2590.18275
-108.0,108,2590.953146
-163.0,163,2592.238179
-108.0,108,2593.007335
-107.0,107,2593.782876
-98.0,98,2594.499941
-110.0,110,2595.307393
-121.0,121,2596.100463
-87.0,87,2596.796042
-85.0,85,2597.415337
-109.0,109,2598.198472
-87.0,87,2598.825624
-104.0,104,2599.557996
-101.0,101,2600.194446
-105.0,105,2600.840189
-105.0,105,2601.454753
-102.0,102,2602.064573
-107.0,107,2602.81826
-105.0,105,2603.468306
-104.0,104,2604.081565
-106.0,106,2604.655619
-105.0,105,2605.280319
-102.0,102,2605.938742
-95.0,95,2606.647223
-105.0,105,2607.36913
-107.0,107,2607.971121
-106.0,106,2608.887619
-102.0,102,2609.559079
-106.0,106,2610.278053
-110.0,110,2611.095012
-87.0,87,2611.969467
-106.0,106,2612.610197
-116.0,116,2613.235882
-87.0,87,2613.955317
-89.0,89,2614.482897
-94.0,94,2615.203482
-115.0,115,2616.055064
-87.0,87,2616.812841
-120.0,120,2617.74826
-121.0,121,2618.442176
-87.0,87,2619.063977
-92.0,92,2619.724406
-86.0,86,2620.3649
-122.0,122,2621.045322
-114.0,114,2621.883983
-117.0,117,2622.75184
-115.0,115,2623.489864
-113.0,113,2624.35065
-111.0,111,2625.157637
-123.0,123,2626.106639
-124.0,124,2626.909892
-86.0,86,2627.412884
-85.0,85,2627.944798
-115.0,115,2628.551134
-118.0,118,2629.319448
-121.0,121,2630.04292
-89.0,89,2630.700344
-118.0,118,2631.265394
-114.0,114,2632.030939
-117.0,117,2632.742882
-107.0,107,2633.410088
-106.0,106,2634.544177
-107.0,107,2635.291102
-106.0,106,2635.996197
-89.0,89,2636.698715
-115.0,115,2637.66357
-84.0,84,2638.1749
-110.0,110,2639.14361
-107.0,107,2640.000637
-112.0,112,2640.882396
-108.0,108,2641.876639
-108.0,108,2642.686142
-88.0,88,2643.247749
-110.0,110,2644.137122
-102.0,102,2644.798416
-86.0,86,2645.282661
-107.0,107,2646.203655
-114.0,114,2646.955612
-85.0,85,2647.582316
-115.0,115,2648.305936
-85.0,85,2648.859033
-115.0,115,2649.638461
-114.0,114,2650.47701
-114.0,114,2651.352252
-114.0,114,2652.088795
-113.0,113,2652.750851
-103.0,103,2653.470744
-109.0,109,2654.421592
-110.0,110,2655.291866
-110.0,110,2656.153377
-88.0,88,2656.737741
-85.0,85,2657.397993
-118.0,118,2658.124012
-120.0,120,2658.909683
-92.0,92,2659.567177
-111.0,111,2660.358452
-99.0,99,2661.009537
-110.0,110,2661.775784
-199.0,199,2663.125231
-114.0,114,2664.035942
-110.0,110,2664.709843
-112.0,112,2665.788917
-114.0,114,2666.727987
-107.0,107,2667.452908
-115.0,115,2668.225838
-114.0,114,2669.125611
-87.0,87,2669.714826
-86.0,86,2670.440717
-87.0,87,2671.040207
-111.0,111,2671.613202
-102.0,102,2672.232845
-117.0,117,2673.070095
-113.0,113,2673.683455
-97.0,97,2674.399867
